영화 제목,썸네일,유튜브 제목,어그로표현 있음,내용,자극,의문,THUMB,내용있는어그로,video_id,자극+의문,char
인턴,https://i.ytimg.com/vi/1lrGLq1pMIE/hqdefault.jpg,살 핵인싸 할아버지의 삶,1,1,1,0,1,1,1lrGLq1pMIE,1,4
인턴십,https://i.ytimg.com/vi/aEnZwzi-zpE/hqdefault.jpg,정리 해고된 중년 컴맹 아재들이 신급 말빨로 엄청난 경쟁률을 뚫고 꿈의 기업 구글에 입사하는 미개봉 명작 코메디       ,1,1,1,0,1,1,aEnZwzi-zpE,1,19
인턴십,https://i.ytimg.com/vi/E7hXVAms8I4/hqdefault.jpg,갑자기 실직당한 아재들의 대기업 인턴 도전기     ,1,1,1,0,1,1,E7hXVAms8I4,1,6
인페르노,https://i.ytimg.com/vi/DCYs_6nL9v8/hqdefault.jpg,바이러스 기근 지옥의 문을 막아라 인페르노 ,0,1,0,0,0,0,DCYs_6nL9v8,0,4
인피니티워,https://i.ytimg.com/vi/PJJXsGOvz_M/hqdefault.jpg,타노스에게 닥터 스트레인지가 그냥 타임스톤을 준 이유,1,1,0,1,0,1,PJJXsGOvz_M,1,7
일본침몰,https://i.ytimg.com/vi/Coo5JmGumfU/hqdefault.jpg,이 날 일본은 삭제되었다,0,1,0,0,1,0,Coo5JmGumfU,0,4
잃어버린세계를찾아서,https://i.ytimg.com/vi/jGLuFvyRFlM/hqdefault.jpg,인간을 잡아먹는 미친 파리지옥이 존재하는 그곳,1,1,1,1,1,1,jGLuFvyRFlM,2,6
잃어버린세계를찾아서,https://i.ytimg.com/vi/egC_dSjLu0o/hqdefault.jpg,모든게 배 큰 세상에 인간이 들어가면 벌어지는 일,1,1,0,1,0,1,egC_dSjLu0o,1,8
잃어버린세계를찾아서2,https://i.ytimg.com/vi/41vY-iAu_8s/hqdefault.jpg,하필 드웨인 존슨에게 덤빈 괴물들의 최후 ㅋ,1,1,1,1,1,1,41vY-iAu_8s,2,7
잃어버린세계를찾아서2:신비의섬,https://i.ytimg.com/vi/webBKkqZjPA/hqdefault.jpg,힘케 끝판왕 서양인 마동석을 몰라보고 잡아 먹으려던 식인 괴물의 최후,1,1,1,1,0,1,webBKkqZjPA,2,10
잉투기,https://i.ytimg.com/vi/xNXEUby3FlY/hqdefault.jpg,현피로 인생 조진 우주최강 찐따남이 찾아간 비밀 체육관,1,1,1,0,1,1,xNXEUby3FlY,1,8
자백,https://i.ytimg.com/vi/Ny4vYzJJrSc/hqdefault.jpg,영화 자백을 무료공개하게 만든 원흉,1,0,1,0,0,0,Ny4vYzJJrSc,1,5
작전명발키리,https://i.ytimg.com/vi/gaqRWT4AkCo/hqdefault.jpg,세상에 알려지자 난리 난 역대급 암살 작전,1,1,1,0,0,1,gaqRWT4AkCo,1,7
장고,https://i.ytimg.com/vi/yTxaK-mGcUc/hqdefault.jpg,흑인 인종차별하는 백인들 뚝배기 터는 형님,1,1,1,0,0,1,yTxaK-mGcUc,1,6
장고:분노의추적자,https://i.ytimg.com/vi/ONbOgK-Mo8A/hqdefault.jpg,기막힌 사격 실력으로 인생 대박난 현상금 사냥꾼,1,1,1,0,0,1,ONbOgK-Mo8A,1,7
잭더자이언트킬러,https://i.ytimg.com/vi/HVv1IVN84NQ/hqdefault.jpg,인간을 잡아먹는 거대 식인괴물을 죽이는 방법,1,1,0,1,1,1,HVv1IVN84NQ,1,6
잭더자이언트킬러,https://i.ytimg.com/vi/e-bx1q6yESk/hqdefault.jpg,식인 거인 명   인간 군대 명이 싸우면 벌어지는 일  ㅎ ㄷ    ,1,1,1,1,0,1,e-bx1q6yESk,2,12
저스티스리그,https://i.ytimg.com/vi/MXqIdwXLpIQ/hqdefault.jpg,히어로들이 손도 못댄 최종 빌런을 압도적으로 제압한  최강의 히어로│ 확장유니버스│저스티스리그      ,0,0,0,0,1,0,MXqIdwXLpIQ,0,11
적벽대전1부,https://i.ytimg.com/vi/ztr2TdzGZB4/hqdefault.jpg,      조조의 만 대군에 맞서는 제갈량과 연합 세력들 이야기 삼국지 적벽대전    부,0,1,0,0,1,0,ztr2TdzGZB4,0,13
적벽대전2부,https://i.ytimg.com/vi/jsy0L3PyafQ/hqdefault.jpg,      만 대군을 가진 조조와 날씨를 이용한 제갈량의 기적같은 전쟁  삼국지 적벽대전    부,0,1,0,0,1,0,jsy0L3PyafQ,0,15
적벽대전2부-최후의결전,https://i.ytimg.com/vi/Fs6pyg2fI14/hqdefault.jpg,사실상 주유와 조조의 싸움이었던 적벽대전 부,0,1,0,0,1,0,Fs6pyg2fI14,0,6
적벽대전:거대한전쟁의시작,https://i.ytimg.com/vi/m8BJLn9DX6g/hqdefault.jpg,만 군대로 만 군대를 이긴 남자의 비밀,1,1,1,1,1,1,m8BJLn9DX6g,2,7
점퍼,https://i.ytimg.com/vi/rj72JB-iwBs/hqdefault.jpg,돈과 힘을 모두 갖고있는 초능력자의 하루 엿보기,0,1,0,0,0,0,rj72JB-iwBs,0,7
점퍼,https://i.ytimg.com/vi/9Q3PDNPr1FQ/hqdefault.jpg,신도 부러워할 최강의 초능력을 가진 남자가 저지른 짓,1,1,0,1,1,1,9Q3PDNPr1FQ,1,8
점퍼2008,https://i.ytimg.com/vi/C_gQBn6-67w/hqdefault.jpg,신도 부럽지 않다는 순간이동 초능력자,0,1,0,0,1,0,C_gQBn6-67w,0,5
정글북,https://i.ytimg.com/vi/ZkfewSajVh0/hqdefault.jpg,야생에서 자란 꼬맹이와 호랑이가 싸우면 누가이길까?,1,1,0,1,1,1,ZkfewSajVh0,1,6
정직한후보,https://i.ytimg.com/vi/K_LeVOsIuac/hqdefault.jpg,국회의원이 갑자기 거짓말을 못하게 되면 벌어지는 대참사  ,1,1,1,0,1,1,K_LeVOsIuac,1,7
제시카존스,https://i.ytimg.com/vi/-kGeG0MH6jg/hqdefault.jpg,교통사고 이후 “슈퍼맨”급 초능력을 얻게 된 여자,0,1,0,0,1,0,-kGeG0MH6jg,0,7
제이슨본,https://i.ytimg.com/vi/_CcJLBGVX1k/hqdefault.jpg,그가 암살자가 된 이유  그리고 마지막 싸움     ,1,1,0,1,1,1,_CcJLBGVX1k,1,7
제이슨본,https://i.ytimg.com/vi/FossPyDd2LI/hqdefault.jpg,제이슨 본   없는&있는   #,0,0,0,0,1,0,FossPyDd2LI,0,6
제이슨본,https://i.ytimg.com/vi/z7N1C1_BK9U/hqdefault.jpg,본 시리즈 번째 영화 제이슨본     엉이 ,0,0,0,0,1,0,z7N1C1_BK9U,0,7
조디악,https://i.ytimg.com/vi/BpM2W2AmUeI/hqdefault.jpg,평론가들이 세기 최고의 영화로 꼽는  끝까지 보면 지리는 영화      ,1,0,1,0,1,0,BpM2W2AmUeI,1,11
조조래빗,https://i.ytimg.com/vi/ZT5cxG3wxnw/hqdefault.jpg,집 벽을 들어내자 쥐가 아닌 여자가 나왔다! 숨어살고 있는 여자의 정체는?!,1,1,0,1,1,1,ZT5cxG3wxnw,1,11
조커,https://i.ytimg.com/vi/EZepR4frcbc/hqdefault.jpg,다크나이트 조커가 무조건 짱임  조커의 조커는 개기지 마세요 ^^,1,0,1,0,1,0,EZepR4frcbc,1,9
조커,https://i.ytimg.com/vi/jsmNe7vi5aA/hqdefault.jpg,조커 보기 전 알아야 할 가지 총정리,1,0,0,1,1,0,jsmNe7vi5aA,1,7
족구왕,https://i.ytimg.com/vi/lz5ZvuvferI/hqdefault.jpg,이마 점 하나로 족구여신이 된 최고의 병맛영화,1,1,1,0,1,1,lz5ZvuvferI,1,7
존윅,https://i.ytimg.com/vi/IaIHowo7P5Y/hqdefault.jpg,연필로 명을 초 안에 죽이는 남자,0,1,0,0,1,0,IaIHowo7P5Y,0,6
존윅,https://i.ytimg.com/vi/UEWVSnTtiYI/hqdefault.jpg,조직 보스의 아들이 전설적인 킬러를 찌질인줄 알고 잘못 건드렸다 조직이 몰살당하는 영화       ,1,1,1,0,1,1,UEWVSnTtiYI,1,14
존윅2,https://i.ytimg.com/vi/PQ9x5OEUiKc/hqdefault.jpg,은퇴한 전설적인 킬러 무시하며 잘못 건드렸다가 전멸 당한 마피아 조직       ,1,1,1,0,1,1,PQ9x5OEUiKc,1,12
존윅3,https://i.ytimg.com/vi/O0fOPxZRhWQ/hqdefault.jpg,인류 최강의 킬러가 사람을 죽이는 방법,1,1,1,1,0,1,O0fOPxZRhWQ,2,6
존윅3,https://i.ytimg.com/vi/7kFgrMEfIWE/hqdefault.jpg,영화관에서 안보면 개손해! 개쩌는 액션의 존윅 ,1,0,1,0,0,0,7kFgrMEfIWE,1,7
존윅3,https://i.ytimg.com/vi/xE5Qj1-Jhp0/hqdefault.jpg,수백명의 킬러들을 혼자 쓸어버린 암살의 지존       ,1,1,1,0,0,1,xE5Qj1-Jhp0,1,8
존윅3파라벨룸,https://i.ytimg.com/vi/25eykZBVPhM/hqdefault.jpg,존 윅에게 사형선고를 내리면 어떤 일이 벌어질까,1,1,0,1,1,1,25eykZBVPhM,1,7
존터커머스트다이,https://i.ytimg.com/vi/Zfbxh0EConw/hqdefault.jpg,너 여자친구 명이라고 ? 너 진짜 죽었다 나한테  하이틴영화              ,1,1,0,1,1,1,Zfbxh0EConw,1,9
좀비랜드,https://i.ytimg.com/vi/lmyxBlJair4/hqdefault.jpg,이웃집 미녀가 좀비로 변하면 벌어지는 일,1,1,0,1,0,1,lmyxBlJair4,1,6
좀비랜드,https://i.ytimg.com/vi/dT_a0PCZzhk/hqdefault.jpg,정신 안 차리면 바로 잡아먹히는 좀비 세상 생존법,1,1,0,1,1,1,dT_a0PCZzhk,1,8
좀비랜드,https://i.ytimg.com/vi/xq8YTPf9BmM/hqdefault.jpg,좀비들이 놀이공원에서 악랄한 인간을 만나면 벌어지는 일ㅠ,1,1,1,1,1,1,xq8YTPf9BmM,2,7
좀비랜드,https://i.ytimg.com/vi/tQy9cNOxqQ8/hqdefault.jpg,남자를 서게 만드는 섹시한 여자 좀비,0,1,0,0,0,0,tQy9cNOxqQ8,0,6
종이의집,https://i.ytimg.com/vi/R12EvtG9Yk0/hqdefault.jpg,천재 지략가가 재택근무로 현금 조 버는 방법,1,1,1,1,0,1,R12EvtG9Yk0,2,7
종이의집,https://i.ytimg.com/vi/9j37E-mwgDI/hqdefault.jpg,명의 천재와 명의 강도가 조 현찰을 터는 방법,1,1,1,1,1,1,9j37E-mwgDI,2,8
종이의집,https://i.ytimg.com/vi/p4QDeMVyySE/hqdefault.jpg,정말   돈만 세면 시급 억 알바가있다고?,1,0,1,1,1,0,p4QDeMVyySE,2,6
종이의집,https://i.ytimg.com/vi/jVKfKcnxvhg/hqdefault.jpg,넷플릭스 추천작 종이의 집  원래는 망작이었다고?,1,0,1,1,0,0,jVKfKcnxvhg,2,6
종이의집,https://i.ytimg.com/vi/RQD3sSssqXs/hqdefault.jpg,정말   이걸 아직도 안 봤다고?,1,0,0,1,1,0,RQD3sSssqXs,1,5
"종이의집시즌1,2",https://i.ytimg.com/vi/zjc23wvHAsE/hqdefault.jpg,   천재가 은행에서 조 현찰을 터는 방법,1,1,1,1,0,1,zjc23wvHAsE,2,8
종이의집시즌3,https://i.ytimg.com/vi/arBSjgFEGyg/hqdefault.jpg,천재 강도들이 방송으로 국가를 먹는 방법,1,1,1,1,1,1,arBSjgFEGyg,2,6
종이의집시즌4,https://i.ytimg.com/vi/wUVFiNd1MsE/hqdefault.jpg,넷플릭스에서 사람들이 가장 많이 본 드라마  ㄷ,1,0,1,0,0,0,wUVFiNd1MsE,1,7
좋아하면울리는,https://i.ytimg.com/vi/Nxq1fYENNBY/hqdefault.jpg,데이트앱 대박 터진 여고생,0,1,0,0,1,0,Nxq1fYENNBY,0,4
좋은친구들,https://i.ytimg.com/vi/PPeBR-OfDFw/hqdefault.jpg,마피아 상급 임원을 잘못 건든 조폭 나부랭이들,1,1,1,0,1,1,PPeBR-OfDFw,1,7
주노,https://i.ytimg.com/vi/H8uVJWVzoOU/hqdefault.jpg,      살에 임신한 존예녀가 선택한 일,1,1,1,1,1,1,H8uVJWVzoOU,2,6
주노,https://i.ytimg.com/vi/eg59qizTBjE/hqdefault.jpg,실수로 임신해버린 살 소녀의 충격적인 선택,1,1,1,1,1,1,eg59qizTBjE,2,6
주노,https://i.ytimg.com/vi/kfUm7HswZzY/hqdefault.jpg,가족이 앞에 있는데 대 임산부를 함부로 대해버린 병원,0,1,0,0,1,0,kfUm7HswZzY,0,8
주먹왕랄프,https://i.ytimg.com/vi/hhYue4AtMQo/hqdefault.jpg,겨울왕국보다 재미있는 디즈니 숨은 명작,1,0,1,0,0,0,hhYue4AtMQo,1,5
주피터어센딩,https://i.ytimg.com/vi/v3rjbJHR-L8/hqdefault.jpg,인간을 섭취해 영생을 얻는 신급 외계종족,1,1,1,0,1,1,v3rjbJHR-L8,1,6
죽여줘제니퍼,https://i.ytimg.com/vi/JInkWIV_hio/hqdefault.jpg,남자들이 한번보면 빠져나올 수 없다는 전설의 영화,0,0,0,0,1,0,JInkWIV_hio,0,7
줌,https://i.ytimg.com/vi/VPVeWvaxwm4/hqdefault.jpg,미국 정부에서 초능력 아이들을 모아서 만든 특수부대,0,1,0,0,1,0,VPVeWvaxwm4,0,7
줌,https://i.ytimg.com/vi/1-3sttlIvLM/hqdefault.jpg,성인남성보다 배 강한 힘을 가지고 태어난 초능력 아이들 ㅋ,1,1,1,0,1,1,1-3sttlIvLM,1,9
줌,https://i.ytimg.com/vi/bKZ4S8n5QlY/hqdefault.jpg,      왕따 초능력 소녀를 괴롭힌 일찐 언니들의 결말,1,1,1,1,1,1,bKZ4S8n5QlY,2,9
중력을거스르는남자,https://i.ytimg.com/vi/_7PDjFlAJzk/hqdefault.jpg,정말   태어난 아기가 뜬다?,1,1,0,1,1,1,_7PDjFlAJzk,1,4
중력을거스르는남자,https://i.ytimg.com/vi/lNhDr-ZYXUo/hqdefault.jpg,년 세상에 나타난 풍선인간 결말포함 ,0,0,0,0,1,0,lNhDr-ZYXUo,0,4
중력을거스르는남자,https://i.ytimg.com/vi/Rp3RdpXMWCk/hqdefault.jpg,중력을 거스르는 아기,0,1,0,0,1,0,Rp3RdpXMWCk,0,3
쥬라기월드,https://i.ytimg.com/vi/E0c861R_qJw/hqdefault.jpg,누가 저한테 아기 랩터 한 마리 분양해주세요ㅠㅠ  쥬라기 월드   ,1,0,1,0,0,0,E0c861R_qJw,1,10
쥬라기월드,https://i.ytimg.com/vi/wt-KPeJEToo/hqdefault.jpg,조원을 벌어들인 흥행 초대박 영화,1,0,1,0,0,0,wt-KPeJEToo,1,5
쥬만지:넥스트레벨,https://i.ytimg.com/vi/w25F2cjtunA/hqdefault.jpg,동네 고딩에서 세계관 최강 여전사가 된 소녀와 친구들,1,1,1,0,0,1,w25F2cjtunA,1,8
지구가멈추는날,https://i.ytimg.com/vi/IpEooND8KBM/hqdefault.jpg,인간을 위해 만들어진 로봇,0,0,0,0,1,0,IpEooND8KBM,0,4
지구가멈추는날,https://i.ytimg.com/vi/-XDd97A1BRM/hqdefault.jpg,신급 존재가 유독 인간만을 지구상에서 멸종시키려는 충격적인 이유,1,1,1,1,0,1,-XDd97A1BRM,2,8
지구가멈추는날,https://i.ytimg.com/vi/FKPWCSBr9vY/hqdefault.jpg,인류종말을 위해 지구에 강림한 신들이 벌인 일   ㄷ,1,1,1,1,1,1,FKPWCSBr9vY,2,8
지금만나러갑니다,https://i.ytimg.com/vi/ebGgWi53t9Q/hqdefault.jpg,죽은 아내가 어느 날 갑자기 살아 돌아왔다,0,1,0,0,0,0,ebGgWi53t9Q,0,7
지금만나러갑니다,https://i.ytimg.com/vi/eULHPK5kvh4/hqdefault.jpg,    죽었던 사람이 가족과의 약속을 지키기 위해 나타난다면  소지섭을 오열하게 만든 여자  손예진  소지섭주연     ,0,1,0,0,1,0,eULHPK5kvh4,0,14
지금사랑하는사람과살고있습니까,https://i.ytimg.com/vi/ObjqCaOJX-M/hqdefault.jpg,    한 번의 출장으로 서로의 남편이 바뀌어버린 두 부부를 보여준 영화,0,1,0,0,1,0,ObjqCaOJX-M,0,11
지랄발광17세,https://i.ytimg.com/vi/NE6xs3EkWmQ/hqdefault.jpg,남주가 엄청난 한국왕자님인 하이틴 영화,0,1,0,0,1,0,NE6xs3EkWmQ,0,5
지랄발광17세,https://i.ytimg.com/vi/sTs7YfcFRVQ/hqdefault.jpg,사춘기시절  손이 어디로 내려가니 ??  하이틴영화              ,1,1,0,1,1,1,sTs7YfcFRVQ,1,6
지랄발광17세,https://i.ytimg.com/vi/chBgfoNNZ7k/hqdefault.jpg,급이 다른 천조국 살 사춘기 소녀의 성장통을 절실히 보여주는 넷플릭스 추천 영화        ,1,1,1,0,1,1,chBgfoNNZ7k,1,15
지아이조2,https://i.ytimg.com/vi/u-x1G3PAs_E/hqdefault.jpg,헐리웃에서 이병헌 연기실력보고 충격받아 억 주고 캐스팅했다는 영화,1,0,1,0,0,0,u-x1G3PAs_E,1,8
지정생존자,https://i.ytimg.com/vi/LmeSXyDqynY/hqdefault.jpg,불과 분만에 대통령이 되면 벌어지는 대참사,1,1,1,0,1,1,LmeSXyDqynY,1,6
집으로가는길,https://i.ytimg.com/vi/IbZNVa1ywp4/hqdefault.jpg,   충격 실화 한국을 분노로 휩싸이게 만든 사건  어처구니없이 해외에서 온갖 수모를 격은 안타까운 일 전도연주연     ,1,1,1,1,1,1,IbZNVa1ywp4,2,15
짝패,https://i.ytimg.com/vi/5EobSWgcamE/hqdefault.jpg,일진에게 삥뜯긴 친구 도와주다 벌어진 패싸움      ,1,1,1,0,1,1,5EobSWgcamE,1,7
차인표,https://i.ytimg.com/vi/GPpy_AAAAZo/hqdefault.jpg,오지랖 아줌마들 때문에  된 남자 연예인,1,1,1,0,1,1,GPpy_AAAAZo,1,6
차인표,https://i.ytimg.com/vi/SosGENtoD5E/hqdefault.jpg,차인표가 차인표로 나오는 넷플릭스 영화 차인표,0,1,0,0,1,0,SosGENtoD5E,0,6
찰리와초콜릿공장,https://i.ytimg.com/vi/ZGmsTAgXmT4/hqdefault.jpg,초콜릿에 욕심 부리면 일어날 대참사       ,1,1,1,0,1,1,ZGmsTAgXmT4,1,7
찰리와초콜릿공장,https://i.ytimg.com/vi/bqOWn4l7_2w/hqdefault.jpg,성인들이 뽑은 다시보고 싶은 추억의 영화 위 ㅋ,1,0,1,0,1,0,bqOWn4l7_2w,1,8
천국의아이들,https://i.ytimg.com/vi/rAIxoi20788/hqdefault.jpg,가난은 아이들이 생각하지 않아도 될 것들을 고민하게 만든다      ,0,1,0,0,0,0,rAIxoi20788,0,9
천군,https://i.ytimg.com/vi/cO4nKUx_kS0/hqdefault.jpg,현대 군인이 총들고 조선시대에 가면 벌어지는 일  ㅎ ㄷ     ,1,1,1,1,1,1,cO4nKUx_kS0,2,9
천군,https://i.ytimg.com/vi/yIAMlWgoXUw/hqdefault.jpg,남북한 군인들이 조선시대로 돌아가면 벌어지는 일,1,1,0,1,1,1,yIAMlWgoXUw,1,6
천녀유혼,https://i.ytimg.com/vi/lQho93n6ChQ/hqdefault.jpg,귀신한테 반해서 간이고 쓸개고 다 빼주면 벌어지는 일,1,1,0,1,1,1,lQho93n6ChQ,1,8
천문,https://i.ytimg.com/vi/KqTFMr0QYXc/hqdefault.jpg,한국 영화 명장면 제조기들만 모아놓은 영화,0,0,0,0,1,0,KqTFMr0QYXc,0,6
천문:하늘에묻는다,https://i.ytimg.com/vi/oG5z0EIzhuc/hqdefault.jpg,영화 “천문” 관람포인트 총정리,1,0,0,1,1,0,oG5z0EIzhuc,1,4
청년경찰,https://i.ytimg.com/vi/LaiIKJ5bCWI/hqdefault.jpg,조용히 힘을 숨기고 있던 경찰을 잘못건든 불량배들,1,1,1,0,1,1,LaiIKJ5bCWI,1,7
청설,https://i.ytimg.com/vi/O2Hh_fUPmX8/hqdefault.jpg,첫 눈에 반한 그녀가 아무것도 들리지 않는다면     ,1,1,0,1,1,1,O2Hh_fUPmX8,1,7
청설,https://i.ytimg.com/vi/klrAJsNEXmE/hqdefault.jpg,찐 사랑이 궁금한 이들에게 추천하는 로코,1,1,1,0,1,1,klrAJsNEXmE,1,6
"청설,hereme",https://i.ytimg.com/vi/3Uz4HNBBj3Q/hqdefault.jpg,진정한 사랑 로코 첫사랑 영화        ? 청설 천옌시 출연   ,0,1,0,0,1,0,3Uz4HNBBj3Q,0,9
초능력자,https://i.ytimg.com/vi/RMhJUUV9JJg/hqdefault.jpg,부모를 제거한 동술,0,1,0,0,0,0,RMhJUUV9JJg,0,3
초록물고기,https://i.ytimg.com/vi/pO5mWFKF7h0/hqdefault.jpg,이게 깡패 연기자야 진짜 깡패야?,1,0,0,1,1,0,pO5mWFKF7h0,1,5
최후의Z,https://i.ytimg.com/vi/jkKrU9vPBSY/hqdefault.jpg,이 세상 마지막 남은 미녀에게 벌어지는 일,1,1,0,1,1,1,jkKrU9vPBSY,1,7
최후의Z,https://i.ytimg.com/vi/q3N82CwsxzI/hqdefault.jpg,지구에 여자가 단 한명만 남으면 생기는 일     해석 ,1,1,0,1,1,1,q3N82CwsxzI,1,7
최후의Z,https://i.ytimg.com/vi/GQbqoObWk1I/hqdefault.jpg,지구에 여자가 한 명만 남으면 벌어지는 일,1,1,0,1,1,1,GQbqoObWk1I,1,7
최후의Z,https://i.ytimg.com/vi/Ubwy0kcZ5R4/hqdefault.jpg,지구상에 여자가 단 한 명만 남게 된다면 벌어지는 일,1,1,0,1,1,1,Ubwy0kcZ5R4,1,9
치킨런,https://i.ytimg.com/vi/gKri3uOR8bk/hqdefault.jpg,닭이 인간이상의 지능을 갖게되면 벌어지는 일      ,1,1,0,1,1,1,gKri3uOR8bk,1,7
칠드런오브맨,https://i.ytimg.com/vi/UvYzBiQM-mM/hqdefault.jpg,국가가 자살을 권장하는 년,0,1,0,0,1,0,UvYzBiQM-mM,0,4
칠드런오브맨,https://i.ytimg.com/vi/vfL7kgE-YX4/hqdefault.jpg,년 후 저출산으로 폭망한 미래 사회   ,1,1,1,0,1,1,vfL7kgE-YX4,1,5
칠드런오브맨,https://i.ytimg.com/vi/KLWQp0vZWyk/hqdefault.jpg,정부가 자살을 권장하는 미친 미래사회  ,1,1,1,0,1,1,KLWQp0vZWyk,1,5
칠드런오브맨,https://i.ytimg.com/vi/iA0mfeZgewI/hqdefault.jpg,년 전 세계 인구가 불임이된다,0,1,0,0,1,0,iA0mfeZgewI,0,5
카고,https://i.ytimg.com/vi/zmsyO6glPu0/hqdefault.jpg,좀비가 되어버린 아빠와 갓난 아기,0,1,0,0,0,0,zmsyO6glPu0,0,5
카고,https://i.ytimg.com/vi/4ZLavjwCMWg/hqdefault.jpg,좀비가 되어버린 아빠가 딸을 지키기위해 선택한 방법  ,1,1,0,1,1,1,4ZLavjwCMWg,1,7
카고,https://i.ytimg.com/vi/rpHme7Lk40I/hqdefault.jpg,년에 교통수단으로 사용된 좀비가 된 아빠의 사정,1,1,0,1,1,1,rpHme7Lk40I,1,7
카모메식당,https://i.ytimg.com/vi/lzB4yYWGQ1Y/hqdefault.jpg,아무것도 하기 싫을 때 보면 기분전환되는 영화,0,0,0,0,0,0,lzB4yYWGQ1Y,0,7
카오스워킹,https://i.ytimg.com/vi/P_G_QWme8vQ/hqdefault.jpg,여자가 명만 남은 미래 세계   ㄷ,1,1,1,0,1,1,P_G_QWme8vQ,1,6
카오스워킹,https://i.ytimg.com/vi/qs2xCvD-SgM/hqdefault.jpg,남자만 사는 마을에 떨어진 여성만 특별한 이유,1,1,0,1,0,1,qs2xCvD-SgM,1,7
카운트다운,https://i.ytimg.com/vi/PjzKC4eHFG8/hqdefault.jpg,신이 만든 어플로 남은 수명을 알게된 인간들,0,1,0,0,1,0,PjzKC4eHFG8,0,7
카운트다운,https://i.ytimg.com/vi/bjCXkaQWy7s/hqdefault.jpg, 공포영화 프   당신의 죽음을 알려주는 어플이 출시되었습니다,0,1,0,0,1,0,bjCXkaQWy7s,0,6
카운트다운,https://i.ytimg.com/vi/bn3LNG8KGD0/hqdefault.jpg,  확률로 죽는 시간을 맞추는 어플이 나오면 벌어지는 일  ㅎ ㄷ    ,1,1,1,1,1,1,bn3LNG8KGD0,2,11
카운트다운,https://i.ytimg.com/vi/A8inPFbnx4Q/hqdefault.jpg,자신의 수명을 알려주는 어플이 존재한다면 벌어지는 일,1,1,0,1,1,1,A8inPFbnx4Q,1,7
카페벨에포크,https://i.ytimg.com/vi/UBbJ3Pf_9dc/hqdefault.jpg,가까운 미래  역사선생님 ? 의 최소 연봉이 억이 된 이유,1,1,1,1,1,1,UBbJ3Pf_9dc,2,8
칼큘레이터,https://i.ytimg.com/vi/nymhsIMcFXM/hqdefault.jpg,생존율    우주 최악의 감옥에 버려진 이들      ,1,1,1,0,1,1,nymhsIMcFXM,1,9
칼큘레이터,https://i.ytimg.com/vi/z2BTr97rSGA/hqdefault.jpg,자신이 설계한 탈옥률   감옥에 갇혀버린   감옥 설계자,1,1,1,0,1,1,z2BTr97rSGA,1,9
칼큘레이터,https://i.ytimg.com/vi/uePlKLf4IZA/hqdefault.jpg,교도소 수감자들을 외계 괴생물들이 있는 곳에 던저버리는 잔인한 미래 형벌,0,1,0,0,0,0,uePlKLf4IZA,0,10
캐롤,https://i.ytimg.com/vi/F5b5P4QNx6M/hqdefault.jpg,캐롤  같은 시간  다른 장면  어떤 사랑 ,0,1,0,0,1,0,F5b5P4QNx6M,0,8
캐리,https://i.ytimg.com/vi/OBrTK0PYvx8/hqdefault.jpg,신급 초능력을 가진 소녀를 괴롭힌 일진들의 최후,1,1,1,1,1,1,OBrTK0PYvx8,2,7
캐리비안의해적5,https://i.ytimg.com/vi/Wa2CVHwrm9I/hqdefault.jpg,캐리비안 해적 시리즈의 독특한 설정 가지,1,0,0,1,0,0,Wa2CVHwrm9I,1,6
캐리비안의해적:죽은자는말이없다,https://i.ytimg.com/vi/sEqGaNyHYUk/hqdefault.jpg,바다에서 이 남자를 조심하세요,0,0,0,0,0,0,sEqGaNyHYUk,0,4
캐리어스,https://i.ytimg.com/vi/vObPAEfE2Lo/hqdefault.jpg,    치사율  바이러스때문에 망해버린 지구,0,1,0,0,1,0,vObPAEfE2Lo,0,5
캐리어스,https://i.ytimg.com/vi/phLqJANCAWQ/hqdefault.jpg,치사율  바이러스로 망해버린 지구에서 살아남기    ,0,1,0,0,1,0,phLqJANCAWQ,0,6
캐리어스,https://i.ytimg.com/vi/Ic6oEu5lf9A/hqdefault.jpg,      치사율   바이러스  아이도 버려야하는 사람들,0,1,0,0,1,0,Ic6oEu5lf9A,0,7
캐리어스,https://i.ytimg.com/vi/IPBQtY2GGd8/hqdefault.jpg,겉으론 절대 감염 여부를 모르는 세균이 퍼지자 인간에게 벌어진 일,1,1,0,1,1,1,IPBQtY2GGd8,1,10
캐리어스,https://i.ytimg.com/vi/YvejW9DaWIA/hqdefault.jpg,인류를 덮친 치사율   바이러스   ,0,1,0,0,1,0,YvejW9DaWIA,0,5
캐빈인더우즈,https://i.ytimg.com/vi/cY8QrjKc7U8/hqdefault.jpg,역대 영화의 모든 괴수들이 한꺼번에 나타나 사람들 쓸어버리는 영화,1,1,1,0,1,1,cY8QrjKc7U8,1,9
캐쉬백,https://i.ytimg.com/vi/UcD_0zbDuRM/hqdefault.jpg,      시간 정지 능력을 갖게된 화가가 벌인 일,1,1,0,1,1,1,UcD_0zbDuRM,1,8
캐쉬백,https://i.ytimg.com/vi/q2-4NxnNAPk/hqdefault.jpg,    시간을 멈출수 있는 초능력을 가진 남자,0,1,0,0,1,0,q2-4NxnNAPk,0,7
캐쉬백,https://i.ytimg.com/vi/jQPUTIFSzFE/hqdefault.jpg,시간 멈추는 능력을 갖게 된 남자가 가장 먼저 실행한 일,1,1,0,1,1,1,jQPUTIFSzFE,1,10
